time,x,y,z
26:59.3,0.78197,0.94363,-1.40827
26:59.5,0.80352,1.0095,-1.40587
26:59.7,0.73886,0.97118,-1.50766
26:59.9,0.66821,0.94363,-1.47054
27:00.1,0.75682,0.90651,-1.5364
27:00.3,0.79155,0.97118,-1.42383
27:00.5,0.76401,0.96399,-1.4897
27:00.7,0.66342,0.91369,-1.42503
27:00.9,0.64066,0.94483,-1.43461
27:01.1,0.61911,1.05979,-1.5364
27:01.3,0.74485,0.93645,-1.38911
27:01.8,0.71611,1.02985,-1.45138
27:02.0,0.56761,0.96279,-1.5352
27:02.2,0.68377,0.97357,-1.47772
27:02.4,0.71251,0.96998,-1.45497
27:02.6,0.65384,1.0059,-1.3927
27:02.8,0.64186,1.03824,-1.44539
27:03.0,0.7197,0.97237,-1.43102
27:03.2,0.75323,0.96758,-1.31366
27:03.4,0.64905,0.93166,-1.44659
27:03.6,0.68497,1.0083,-1.46694
27:03.9,0.7197,0.87897,-1.46096
27:04.1,0.65144,0.92328,-1.48012
27:04.3,0.73167,0.93405,-1.38551
27:04.5,0.6718,1.02387,-1.38911
27:04.7,0.78436,0.93046,-1.44419
27:04.9,0.63827,0.92088,-1.53281
27:05.1,0.69695,0.91609,-1.53999
27:05.3,0.66821,1.0083,-1.4418
27:05.5,0.66102,0.96519,-1.41665
27:05.7,0.71012,0.99872,-1.43461
27:05.9,0.576,0.89932,-1.48371
27:06.1,0.68377,0.958,-1.44419
27:06.3,0.65503,1.01189,-1.49329
27:06.5,0.71491,1.03464,-1.45257
27:06.7,0.68737,0.96878,-1.38312
27:06.9,0.75203,0.92567,-1.48491
27:07.1,0.6718,1.0095,-1.51005
27:07.3,0.68377,1.0095,-1.5388
27:07.5,0.69455,0.98914,-1.45497
27:07.7,0.73048,0.99513,-1.45257
27:07.9,0.73407,0.97956,-1.49329
27:08.1,0.64306,1.03105,-1.4418
27:08.3,0.64186,0.99513,-1.40707
27:08.5,0.5724,1.05261,-1.44539
27:08.7,0.68976,0.9113,-1.47293
27:08.9,0.64545,0.94723,-1.46575
27:09.1,0.65144,0.92208,-1.4897
27:09.3,0.79155,0.9616,-1.39629
27:09.5,0.75203,0.90651,-1.52682
27:09.7,0.67419,0.90411,-1.56035
27:09.9,0.70174,1.01908,-1.55676
27:10.1,0.74964,0.9089,-1.51125
27:10.3,0.64785,0.99393,-1.51125
27:10.5,0.65144,0.96878,-1.47772
27:10.7,0.70174,0.97118,-1.45377
27:10.9,0.67419,1.01548,-1.56754
27:11.1,0.70892,1.01668,-1.38911
27:11.3,0.64186,1.02387,-1.49089
27:11.5,0.61671,0.9592,-1.51844
27:11.7,0.72449,0.98555,-1.44539
27:11.9,0.65264,1.02866,-1.47892
27:12.1,0.62031,1.02985,-1.55317
27:12.3,0.65982,0.88376,-1.50886
27:12.5,0.63947,0.96519,-1.48131
27:12.7,0.73527,0.91369,-1.49688
27:12.9,0.73167,0.90172,-1.42743
27:13.1,0.6239,1.02985,-1.48012
27:13.3,0.67779,0.98794,-1.54359
27:13.5,0.72449,0.89214,-1.57113
27:13.7,0.70892,0.98914,-1.51365
27:13.9,0.59875,1.02027,-1.4406
27:14.1,0.59875,0.99153,-1.46215
27:14.3,0.68856,0.96758,-1.34121
27:14.5,0.65384,1.1017,-1.48491
27:14.7,0.69814,0.95681,-1.57712
27:14.9,0.72209,0.96399,-1.41785
27:15.1,0.73766,0.94603,-1.43341
27:15.3,0.63108,0.97237,-1.36995
27:15.5,0.61312,1.02506,-1.47173
27:15.7,0.75443,1.03824,-1.47293
27:15.9,0.63468,0.98674,-1.45018
27:16.1,0.83825,0.97836,-1.43461
27:16.3,0.73287,0.93286,-1.49808
27:16.5,0.66102,0.96758,-1.41186
27:16.7,0.66461,1.01668,-1.48251
27:16.9,0.74245,0.96758,-1.47652
27:17.1,0.81071,0.98315,-1.52922
27:17.3,0.59755,0.95082,-1.4406
27:17.5,0.65264,0.95441,-1.36995
27:17.7,0.61073,0.97597,-1.32324
27:17.9,0.63348,0.93286,-1.5364
27:18.1,0.72808,0.97836,-1.36037
27:18.3,0.5269,0.96399,-1.51245
27:18.5,0.7185,1.04662,-1.49209
27:18.7,0.65384,1.00111,-1.43581
27:18.9,0.70293,1.0071,-1.43341
27:19.1,0.74125,0.94962,-1.41306
27:19.3,0.7173,0.958,-1.53281
27:19.5,0.71251,0.99992,-1.45976
27:19.7,0.65384,0.97237,-1.50407
27:19.9,0.71371,0.96279,-1.54119
27:20.1,0.59755,0.95082,-1.45736
27:20.3,0.72329,0.92567,-1.61424
27:20.5,0.70413,0.94483,-1.57831
27:20.7,0.68497,0.89813,-1.35797
27:20.9,0.7688,0.96279,-1.4394
27:21.1,0.70054,1.03584,-1.48371
27:21.3,0.76401,1.01069,-1.54957
27:21.5,0.7173,1.0095,-1.45736
27:21.7,0.62869,0.88974,-1.42024
27:21.9,0.67659,1.00111,-1.48371
27:22.1,0.70413,0.95321,-1.50766
27:22.3,0.7197,0.95561,-1.48491
27:22.5,0.71611,1.04662,-1.49089
27:22.7,0.61192,0.99034,-1.47772
27:22.9,0.69096,0.93405,-1.46814
27:23.1,0.64665,0.95202,-1.48371
27:23.3,0.64306,0.92208,-1.43222
27:23.5,0.7652,0.98435,-1.47293
27:23.7,0.61911,0.97956,-1.55197
27:23.9,0.67419,0.95321,-1.41066
27:24.1,0.64545,0.97477,-1.43102
27:24.3,0.65623,0.98315,-1.46814
27:24.5,0.71611,0.92567,-1.55077
27:24.7,0.70772,0.95202,-1.42383
27:24.9,0.75203,0.96399,-1.4897
27:25.1,0.66581,0.9616,-1.4885
27:25.3,0.60593,0.97357,-1.55915
27:25.5,0.58318,0.9125,-1.45976
27:25.7,0.60953,0.95202,-1.51604
27:25.9,0.74125,0.99393,-1.39988
27:26.1,0.59156,1.0071,-1.4382
27:26.3,0.78556,0.97357,-1.37234
27:26.5,0.72449,0.89334,-1.36755
27:26.7,0.63348,0.96758,-1.38432
27:26.9,0.65743,0.90531,-1.49209
27:27.1,0.7173,0.9616,-1.58909
27:27.3,0.72569,0.99513,-1.45856
27:27.5,0.68856,0.9604,-1.44419
27:27.7,0.68737,0.93765,-1.49449
27:27.9,0.63228,0.98555,-1.58191
27:28.1,0.673,0.94723,-1.40707
27:28.3,0.70413,0.94723,-1.44539
27:28.5,0.71251,0.94363,-1.50646
27:28.7,0.65264,0.93645,-1.38791
27:28.9,0.56402,0.97597,-1.45257
27:29.1,0.78317,1.00231,-1.43701
27:29.3,0.65384,1.00351,-1.46934
27:29.5,0.81071,0.87777,-1.42862
27:29.7,0.68018,0.94004,-1.40108
27:29.9,0.59156,0.99273,-1.67411
27:30.1,0.63707,0.93166,-1.47652
27:30.3,0.68258,0.98076,-1.42623
27:30.5,0.62629,0.99513,-1.46934
27:30.8,0.78915,0.93525,-1.43341
27:30.9,0.6706,0.96639,-1.44659
27:31.2,0.68018,0.95561,-1.45497
27:31.4,0.63228,0.95681,-1.51844
27:31.6,0.65264,0.98555,-1.50646
27:31.8,0.67419,1.01908,-1.39749
27:32.0,0.67539,1.00351,-1.38432
27:32.2,0.68377,1.0095,-1.52083
27:32.4,0.61432,1.03225,-1.38671
27:32.6,0.66222,0.97836,-1.61663
27:32.8,0.6706,1.00351,-1.52442
27:33.0,0.71132,0.96758,-1.40587
27:33.2,0.64545,1.03464,-1.46455
27:33.4,0.68617,0.99393,-1.55915
27:33.6,0.70293,1.02387,-1.38072
27:33.8,0.66342,1.01908,-1.53401
27:34.0,0.69814,0.9592,-1.5376
27:34.2,0.66701,0.91609,-1.46814
27:34.4,0.63947,0.92328,-1.47413
27:34.6,0.6706,1.01908,-1.53041
27:34.8,0.61073,0.958,-1.51844
27:35.0,0.64545,0.93645,-1.47413
27:35.2,0.74844,0.98195,-1.45018
27:35.4,0.70054,0.89453,-1.42144
27:35.6,0.74485,0.96758,-1.56394
27:35.8,0.69814,0.96639,-1.44299
27:36.0,0.69216,1.03584,-1.53999
27:36.2,0.74604,0.96878,-1.53999
27:36.4,0.65743,1.02387,-1.46335
27:36.6,0.63348,0.95681,-1.44539
27:36.8,0.70653,1.01548,-1.49209
27:37.0,0.71251,1.01908,-1.42862
27:37.2,0.69096,0.97716,-1.4861
27:37.4,0.6694,1.07416,-1.3903
27:37.6,0.73287,1.00471,-1.49808
27:37.8,0.62869,0.97836,-1.62981
27:38.0,0.74245,0.91609,-1.55915
27:38.2,0.74964,0.99034,-1.42383
27:38.4,0.77957,0.92208,-1.49089
27:38.6,0.68018,0.93405,-1.46934
27:38.8,0.69455,0.96399,-1.37474
27:39.0,0.68018,0.93645,-1.50167
27:39.2,0.62869,0.93525,-1.59987
27:39.4,0.78676,1.01429,-1.41066
27:39.6,0.68856,0.97597,-1.4406
27:39.8,0.73287,1.02626,-1.3915
27:40.0,0.71251,1.00111,-1.41425
27:40.2,0.59755,1.05141,-1.50407
27:40.4,0.65623,1.02027,-1.51245
27:40.6,0.68976,0.94124,-1.56394
27:40.8,0.63468,0.89094,-1.46335
27:41.0,0.73527,0.93166,-1.42383
27:41.2,0.62989,0.97836,-1.40587
27:41.4,0.7185,1.0095,-1.42503
27:41.6,0.61552,0.9604,-1.46215
27:42.1,0.59396,0.94603,-1.44778
27:42.3,0.70054,0.94363,-1.42264
27:42.5,0.74245,0.99393,-1.4873
27:42.7,0.68258,1.0095,-1.49329
27:42.9,0.61671,0.93046,-1.56155
27:43.1,0.61791,0.93645,-1.46575
27:43.3,0.70413,0.96758,-1.54478
27:43.5,0.79394,0.90052,-1.4861
27:43.7,0.61432,0.9089,-1.4382
27:43.9,0.70892,0.92807,-1.37833
27:44.1,0.63947,0.91968,-1.43581
27:44.3,0.76401,0.90651,-1.47413
27:44.5,0.71132,0.94124,-1.39869
27:44.7,0.77359,0.99632,-1.50287
27:44.9,0.66821,0.97836,-1.45497
27:45.1,0.61432,0.94363,-1.44778
27:45.3,0.71371,1.01069,-1.44778
27:45.5,0.64785,0.93525,-1.46335
27:45.7,0.66342,0.92687,-1.48371
27:45.9,0.63947,0.95561,-1.45497
27:46.1,0.6694,0.92807,-1.59388
27:46.3,0.7209,1.03345,-1.45976
27:46.5,0.62629,0.92687,-1.49209
27:46.7,0.78796,0.9604,-1.47054
27:46.9,0.70174,0.89813,-1.35797
27:47.1,0.69335,0.99393,-1.44778
27:47.3,0.71371,0.94124,-1.45976
27:47.5,0.70653,1.03225,-1.49449
27:47.7,0.6239,0.94244,-1.4873
27:47.9,0.68377,0.93046,-1.45257
27:48.1,0.70533,0.9125,-1.47413
27:48.3,0.71491,1.03824,-1.51365
27:48.5,0.59156,1.00471,-1.41904
27:48.7,0.7652,0.98076,-1.47173
27:48.9,0.6694,0.96279,-1.42383
27:49.1,0.7173,0.93046,-1.38312
27:49.3,0.68377,1.06099,-1.4861
27:49.5,0.77838,0.95321,-1.55317
27:49.7,0.70054,0.92208,-1.36995
27:49.9,0.67898,0.91729,-1.41306
27:50.1,0.6251,1.0538,-1.33282
27:50.3,0.67419,0.96998,-1.4873
27:50.5,0.65743,0.95082,-1.38911
27:50.7,0.72329,0.99273,-1.44659
27:50.9,0.66581,0.92807,-1.50886
27:51.1,0.79394,0.93405,-1.41306
27:51.3,0.64066,0.96758,-1.47652
27:51.5,0.72569,0.91968,-1.47892
27:51.7,0.62629,0.94483,-1.4382
27:52.0,0.76401,0.93405,-1.51724
27:52.2,0.74245,0.88855,-1.39629
27:52.4,0.63108,0.93884,-1.4873
27:52.6,0.8155,1.0562,-1.21187
27:52.8,0.79275,0.94483,-1.42503
27:53.0,0.83107,1.01668,-1.49928
27:53.2,0.7652,1.01788,-1.4418
27:53.4,0.67898,0.97357,-1.43581
27:53.6,0.6694,0.98076,-1.42862
27:53.8,0.69575,0.96279,-1.51604
27:54.0,0.65503,0.96639,-1.49449
27:54.2,0.62629,0.99752,-1.46455
27:54.4,0.64545,0.98435,-1.39869
27:54.6,0.74604,1.03943,-1.41425
27:54.8,0.69096,1.04063,-1.41904
27:55.0,0.6227,0.98674,-1.51963
27:55.2,0.82149,0.97477,-1.38791
27:55.4,0.69455,0.88376,-1.41306
27:55.6,0.80472,0.97357,-1.43461
27:55.8,0.75443,0.97237,-1.52442
27:56.0,0.74365,0.93645,-1.41665
27:56.2,0.69695,1.0095,-1.4406
27:56.4,0.65982,0.94004,-1.38072
27:56.6,0.74485,0.99632,-1.51844
27:56.8,0.76161,1.02866,-1.41306
27:57.0,0.59875,1.01429,-1.55197
27:57.2,0.73048,0.95202,-1.33642
27:57.4,0.63348,0.96519,-1.42623
27:57.6,0.60474,0.93405,-1.3939
27:57.8,0.68018,0.94842,-1.42982
27:58.0,0.74485,1.04542,-1.4406
27:58.2,0.64186,0.91849,-1.41066
27:58.4,0.72688,0.92687,-1.52203
27:58.6,0.73407,0.98794,-1.45138
27:58.8,0.53408,1.03345,-1.45976
27:59.0,0.61312,0.93645,-1.48491
27:59.2,0.54845,1.02626,-1.4861
27:59.4,0.5736,0.97716,-1.4861
27:59.6,0.68258,0.90172,-1.52442
27:59.8,0.74485,0.92687,-1.48371
28:00.0,0.68976,0.93645,-1.42862
28:00.2,0.7185,0.96639,-1.38551
28:00.4,0.5736,1.01908,-1.36396
28:00.6,0.77718,0.99513,-1.45856
28:00.8,0.73048,0.99513,-1.42623
28:01.0,0.68856,0.96399,-1.50646
28:01.2,0.70293,0.95561,-1.48131
28:01.4,0.61552,0.98435,-1.48251
28:01.6,0.79754,1.01668,-1.66214
28:01.8,0.7209,0.99273,-1.42264
28:02.0,0.72329,0.97716,-1.47293
28:02.2,0.69695,0.94483,-1.346
28:02.4,0.75682,1.00231,-1.49928
28:02.6,0.76281,1.04662,-1.44539
28:02.8,0.66821,0.95321,-1.43222
28:03.0,0.63348,0.95441,-1.47054
28:03.2,0.68737,0.96998,-1.4394
28:03.4,0.75562,0.87058,-1.59508
28:03.6,0.70533,0.94483,-1.42623
28:03.8,0.69335,1.00111,-1.40827
28:04.0,0.60833,0.98555,-1.44898
28:04.2,0.60833,0.9592,-1.51245
28:04.4,0.70772,0.95561,-1.40707
28:04.6,0.72808,1.03464,-1.49688
28:04.8,0.6239,1.0095,-1.23583
28:05.0,0.79754,0.99034,-1.4885
28:05.2,0.7197,1.03464,-1.40228
28:05.4,0.7676,0.98794,-1.40228
28:05.6,0.75682,1.05979,-1.47892
28:05.8,0.73527,0.96758,-1.52203
28:06.0,0.7173,0.95441,-1.39988
28:06.2,0.72928,0.99872,-1.48012
28:06.4,0.72209,0.96639,-1.44659
28:06.6,0.70413,0.91729,-1.42982
28:06.8,0.58797,0.98315,-1.46575
28:07.0,0.7676,1.02267,-1.57712
28:07.2,0.61073,1.01788,-1.33282
28:07.4,0.66701,1.04303,-1.54957
28:07.6,0.63468,0.94244,-1.43102
28:07.8,0.6251,0.9592,-1.38911
28:08.0,0.65024,0.99872,-1.43701
28:08.2,0.66342,1.03704,-1.5388
28:08.4,0.6239,0.97477,-1.37593
28:08.6,0.57001,0.94004,-1.37713
28:08.8,0.67539,0.9616,-1.47413
28:09.0,0.77119,1.02506,-1.42144
28:09.2,0.74245,0.90651,-1.38072
28:09.4,0.61911,0.97836,-1.41186
28:09.6,0.64905,1.02985,-1.48371
28:09.8,0.63228,0.91729,-1.49808
28:10.0,0.56282,1.04422,-1.49449
28:10.2,0.64426,0.94723,-1.42264
28:10.4,0.62031,0.90292,-1.44898
28:10.6,0.6718,0.93405,-1.45257
28:10.8,0.65863,0.91489,-1.51245
28:11.0,0.77239,0.96519,-1.52323
28:11.2,0.68976,0.95202,-1.4897
28:11.4,0.69695,0.99992,-1.40946
28:11.6,0.71132,0.96519,-1.42024
28:11.8,0.62749,0.91369,-1.43461
28:12.0,0.74724,0.97477,-1.41665
28:12.2,0.66342,0.9101,-1.35917
28:12.4,0.73287,0.97716,-1.45138
28:12.6,0.69096,0.92088,-1.51005
28:12.8,0.59516,0.93405,-1.51963
28:13.0,0.69216,0.94244,-1.52562
28:13.2,0.54845,0.95441,-1.40228
28:13.4,0.861,0.96998,-1.52203
28:13.6,0.69216,0.89334,-1.42982
28:13.8,0.5724,0.93405,-1.49209
28:14.0,0.71012,0.96758,-1.4406
28:14.2,0.61432,0.93645,-1.55077
28:14.4,0.75443,1.00351,-1.41306
28:14.6,0.75682,1.02626,-1.34121
28:14.8,0.69096,0.99992,-1.50287
28:15.0,0.68377,0.92567,-1.47652
28:15.2,0.64545,0.97357,-1.4897
28:15.4,0.73048,0.97836,-1.35079
28:15.6,0.65503,0.958,-1.54718
28:15.8,0.62031,0.96639,-1.47413
28:16.0,0.83466,1.05859,-1.35917
28:16.2,0.55324,0.97357,-1.50047
28:16.4,0.6694,0.96639,-1.49808
28:16.6,0.68856,0.99632,-1.4406
28:16.8,0.6706,0.89932,-1.47652
28:17.0,0.77119,1.01309,-1.44659
28:17.2,0.73646,1.01429,-1.49329
28:17.4,0.71132,0.92687,-1.31486
28:17.6,0.67898,0.97357,-1.46335
28:17.8,0.63947,0.98674,-1.50287
28:18.0,0.64186,1.04063,-1.40467
28:18.2,0.63707,0.93286,-1.4873
28:18.4,0.6215,0.94723,-1.51005
28:18.6,0.67779,1.04901,-1.45617
28:18.8,0.64306,0.99992,-1.45138
28:19.0,0.7652,0.86579,-1.34959
28:19.3,0.70653,0.90651,-1.41186
28:19.4,0.58438,0.94004,-1.50047
28:19.7,0.74485,0.99273,-1.34959
28:19.9,0.71012,0.97237,-1.36635
28:20.1,0.62031,1.03584,-1.49808
28:20.3,0.84065,0.90651,-1.4382
28:20.5,0.64186,0.99034,-1.41186
28:20.7,0.61552,0.90292,-1.4885
28:20.9,0.79514,1.01429,-1.34839
28:21.1,0.36164,0.94363,-1.59029
28:21.3,0.66461,0.98794,-1.52562
28:21.5,0.8131,1.01429,-1.35438
28:21.7,0.51612,0.97118,-1.57472
28:22.2,0.66701,0.99632,-1.47772
28:22.4,0.70293,1.04542,-1.41545
28:22.6,0.82867,1.01908,-1.41066
28:22.8,0.75922,0.93884,-1.39749
28:23.0,0.74724,0.98435,-1.56155
28:23.2,0.70653,0.93525,-1.52323
28:23.4,0.69575,0.96878,-1.47772
28:23.6,0.58677,0.97357,-1.4382
28:23.8,0.7652,1.0095,-1.4382
28:24.0,0.6718,0.96399,-1.48371
28:24.2,0.71132,0.958,-1.38432
28:24.4,0.53408,0.97956,-1.37713
28:24.6,0.71371,0.95321,-1.5376
28:24.8,0.78077,0.89334,-1.50407
28:25.0,0.60114,1.01429,-1.40946
28:25.2,0.69814,0.9604,-1.47652
28:25.4,0.72569,0.99393,-1.43461
28:25.6,0.63587,0.96758,-1.52562
28:25.8,0.82268,0.92328,-1.38671
28:26.0,0.60833,0.96279,-1.38911
28:26.2,0.71132,1.0538,-1.3927
28:26.4,0.63947,0.99752,-1.49329
28:26.6,0.75443,0.97357,-1.45257
28:26.8,0.71012,0.9616,-1.47892
28:27.0,0.74245,0.94603,-1.40827
28:27.2,0.7676,1.04901,-1.51125
28:27.4,0.74724,0.95321,-1.47652
28:27.6,0.64186,0.94603,-1.50886
28:27.8,0.84304,0.89094,-1.51844
28:28.0,0.63587,0.94244,-1.5364
28:28.2,0.62031,0.94723,-1.49928
28:28.4,0.70653,0.95082,-1.40348
28:28.6,0.70772,1.01908,-1.45497
28:28.8,0.70293,1.00471,-1.45736
28:29.0,0.70413,1.03584,-1.50167
28:29.2,0.68258,0.93166,-1.5831
28:29.4,0.69575,0.89573,-1.44299
28:29.6,0.7676,0.87537,-1.52922
28:29.8,0.60833,1.0071,-1.46335
28:30.0,0.77957,0.89094,-1.44659
28:30.2,0.71371,1.01908,-1.4873
28:30.4,0.79754,1.01429,-1.46215
28:30.6,0.78796,0.93405,-1.46814
28:30.8,0.7185,0.92088,-1.43701
28:31.0,0.63108,1.03105,-1.42503
28:31.2,0.68617,1.03464,-1.45617
28:31.4,0.72329,0.99752,-1.42144
28:31.6,0.6706,0.93525,-1.53161
28:31.8,0.59156,0.91489,-1.56035
28:32.0,0.6239,1.0059,-1.44659
28:32.2,0.59755,1.04303,-1.45856
28:32.4,0.63228,0.91968,-1.4406
28:32.6,0.58079,0.94603,-1.48491
28:32.8,0.61791,0.89573,-1.45377
28:33.0,0.58797,0.99752,-1.53161
28:33.2,0.64905,1.06099,-1.38791
28:33.4,0.74724,0.92687,-1.4897
28:33.6,0.76999,0.90411,-1.55077
28:33.8,0.63947,0.99513,-1.54957
28:34.0,0.68018,0.88735,-1.52562
28:34.2,0.69455,1.00351,-1.49808
28:34.4,0.72808,0.96998,-1.57472
28:34.6,0.67539,0.92926,-1.51125
28:34.8,0.78317,0.9089,-1.44299
28:35.0,0.74724,0.9592,-1.45497
28:35.2,0.57839,0.94723,-1.38911
28:35.4,0.7664,0.958,-1.47413
28:35.6,0.68258,0.96519,-1.47293
28:35.8,0.74125,1.03824,-1.4418
28:36.0,0.62749,0.92687,-1.346
28:36.2,0.70892,0.98435,-1.3903
28:36.4,0.71491,0.92208,-1.43102
28:36.6,0.72808,0.92328,-1.48371
28:36.8,0.64186,1.01548,-1.45617
28:37.0,0.7652,0.98794,-1.43222
28:37.2,0.75203,0.93645,-1.37833
28:37.4,0.71132,0.94124,-1.43341
28:37.6,0.62989,0.97716,-1.49209
28:37.8,0.74365,0.97357,-1.45018
28:38.0,0.63587,0.99153,-1.58071
28:38.2,0.59396,1.02866,-1.47652
28:38.4,0.68497,0.90172,-1.44419
28:38.6,0.7688,1.0071,-1.41425
28:38.8,0.64186,0.99034,-1.51844
28:39.0,0.68976,0.97118,-1.49329
28:39.3,0.66222,1.01069,-1.41904
28:39.5,0.6694,1.01668,-1.37713
28:39.7,0.7209,1.00471,-1.42982
28:39.9,0.62629,1.07895,-1.47413
28:40.1,0.77239,0.92088,-1.3927
28:40.3,0.59516,0.99393,-1.55436
28:40.5,0.63947,1.00471,-1.48371
28:40.7,0.73886,1.00111,-1.40587
28:40.9,0.75802,1.00471,-1.48491
28:41.1,0.82747,0.98195,-1.48012
28:41.3,0.77478,0.98555,-1.41306
28:41.5,0.74125,1.03584,-1.46934
28:41.7,0.70293,0.95321,-1.45497
28:41.9,0.78317,1.00351,-1.34001
28:42.1,0.74365,1.0083,-1.33881
28:42.3,0.63587,1.03704,-1.41785
28:42.5,0.82268,0.98315,-1.47173
28:42.7,0.79754,1.02746,-1.50766
28:42.9,0.70533,0.98914,-1.43581
28:43.1,0.63108,0.93765,-1.49209
28:43.3,0.75323,0.92088,-1.48491
28:43.5,0.67659,0.90651,-1.50646
28:43.7,0.55085,1.02746,-1.51484
28:43.9,0.69216,0.93884,-1.49089
28:44.1,0.77838,0.94124,-1.57233
28:44.3,0.67779,0.95202,-1.48012
28:44.5,0.68018,0.94483,-1.60107
28:44.7,0.65503,0.94603,-1.46934
28:44.9,0.65384,0.95681,-1.58789
28:45.1,0.69096,0.96519,-1.3424
28:45.3,0.60833,0.88016,-1.44299
28:45.5,0.62989,0.92208,-1.61304
28:45.7,0.6215,0.91849,-1.42503
28:45.9,0.6718,0.84783,-1.53401
28:46.1,0.69814,0.96519,-1.43102
28:46.3,0.71251,0.92447,-1.42623
28:46.5,0.70772,0.93405,-1.47892
28:46.7,0.67419,0.93286,-1.44659
28:46.9,0.6706,1.02626,-1.50646
28:47.1,0.66342,0.98315,-1.39869
28:47.3,0.6215,0.94842,-1.62741
28:47.5,0.69814,1.01069,-1.40707
28:47.7,0.7688,1.08973,-1.2969
28:47.9,0.66102,0.92687,-1.59029
28:48.1,0.6718,0.98076,-1.49089
28:48.3,0.65863,1.00231,-1.51604
28:48.5,0.82388,0.99153,-1.59149
28:48.7,0.75802,0.96519,-1.5352
28:48.9,0.65743,0.9604,-1.42024
28:49.1,0.65264,0.89214,-1.54478
28:49.3,0.6215,0.94363,-1.49209
28:49.5,0.5736,1.02506,-1.34839
28:49.7,0.64306,0.94483,-1.51125
28:49.9,0.62869,0.97836,-1.52323
28:50.1,0.79993,0.99034,-1.42024
28:50.3,0.77478,0.93645,-1.47772
28:50.5,0.72329,0.99153,-1.40467
28:50.7,0.68258,0.98914,-1.41785
28:50.9,0.71012,0.97597,-1.40587
28:51.1,0.79275,0.99513,-1.60346
28:51.3,0.68018,0.94962,-1.46575
28:51.5,0.74724,0.93525,-1.49928
28:51.7,0.68617,0.93046,-1.42862
28:51.9,0.69096,1.04662,-1.58789
28:52.1,0.70174,0.97118,-1.46215
28:52.3,0.77838,1.03464,-1.47413
28:52.5,0.71611,0.97716,-1.31726
28:52.7,0.59635,0.94842,-1.52083
28:52.9,0.61073,0.91489,-1.39509
28:53.1,0.68737,0.95082,-1.41066
28:53.3,0.64785,1.02506,-1.55317
28:53.5,0.65743,0.91849,-1.48491
28:53.7,0.63587,0.92328,-1.50407
28:53.9,0.61073,0.99153,-1.41665
28:54.1,0.58677,0.96998,-1.41545
28:54.3,0.7676,0.95561,-1.55436
28:54.5,0.65982,1.01668,-1.45497
28:54.7,0.79754,0.92687,-1.53161
28:54.9,0.76281,0.99992,-1.56275
28:55.1,0.65863,1.02027,-1.5843
28:55.3,0.63707,0.99034,-1.44659
28:55.5,0.75802,0.958,-1.53401
28:55.7,0.64426,0.93286,-1.49209
28:55.9,0.62031,0.9089,-1.5376
28:56.1,0.7652,0.96758,-1.42383
28:56.3,0.71611,1.03824,-1.47293
28:56.5,0.73646,0.88256,-1.39749
28:56.7,0.82508,0.97597,-1.4382
28:56.9,0.76281,0.90531,-1.45856
28:57.1,0.65024,0.99034,-1.35079
28:57.3,0.60713,0.98435,-1.38432
28:57.5,0.67779,0.9616,-1.49568
28:57.7,0.76161,0.93765,-1.49928
28:57.9,0.66342,0.97956,-1.39509
28:58.1,0.74006,1.01069,-1.40827
28:58.3,0.68856,0.93884,-1.50766
28:58.5,0.63228,1.0071,-1.40348
28:58.7,0.69814,0.96758,-1.42383
28:58.9,0.65863,0.99513,-1.42144
28:59.1,0.68497,0.98794,-1.52682
28:59.3,0.63348,0.94363,-1.50766
28:59.5,0.75443,1.06099,-1.44539
28:59.7,0.65264,0.98315,-1.4885
28:59.9,0.87537,0.97118,-1.48131
29:00.1,0.63827,0.99393,-1.46096
29:00.3,0.7197,0.90052,-1.49209
29:00.5,0.59396,0.96639,-1.38432
29:00.7,0.69455,0.98794,-1.38432
29:00.9,0.66342,0.89453,-1.49568
29:01.1,0.66821,0.93046,-1.52922
29:01.3,0.70892,0.98674,-1.56155
29:01.5,0.70413,1.02626,-1.47173
29:01.7,0.64785,0.9089,-1.5364
29:01.9,0.80712,0.96399,-1.30408
29:02.5,0.63468,0.98076,-1.45018
29:02.7,0.74604,0.97716,-1.49209
29:02.9,0.71251,0.91609,-1.50047
29:03.1,0.70054,0.91849,-1.56873
29:03.3,0.65623,0.96519,-1.43341
29:03.5,0.70892,0.98674,-1.53161
29:03.7,0.56402,0.90172,-1.45976
29:03.9,0.84424,0.99273,-1.42383
29:04.1,0.84663,0.9089,-1.3927
29:04.3,0.77478,0.98794,-1.5364
29:04.5,0.38919,0.94842,-1.4861
29:04.7,0.70174,0.94004,-1.42503
29:04.9,1.86093,0.73407,-1.15679
29:05.1,-0.11615,-0.21076,-1.19032
29:05.3,1.44539,0.22153,-1.71962
29:05.5,0.68497,2.42974,-4.44156
29:05.7,0.26943,1.08374,-1.04422
29:05.9,0.85262,1.02985,-1.60945
29:06.1,-0.03712,0.39877,-2.81055
29:06.3,0.5748,0.67779,-0.59516
29:06.5,0.74604,0.92687,-1.24301
29:06.7,0.82029,1.18792,-1.18074
29:06.9,0.15807,0.74485,-2.595
29:07.1,0.45864,1.23942,-0.19878
29:07.3,0.42391,0.90172,-1.21307
29:07.5,0.39398,0.90651,-1.24421
29:07.7,0.39757,0.8167,-1.1496
29:07.9,0.44786,0.79993,-1.152
29:08.1,0.42152,0.85382,-1.0562
