time,x,y,z
22:42.1,0.61432,0.92687,-1.60705
22:42.3,0.68976,0.96878,-1.47652
22:42.5,0.6718,0.98914,-1.36516
22:42.7,0.75682,0.99273,-1.36875
22:42.9,0.60713,0.91968,-1.50526
22:43.1,0.61791,0.95441,-1.49209
22:43.3,0.69814,0.96519,-1.44898
22:43.5,0.79394,0.9592,-1.37713
22:43.7,0.70174,0.91849,-1.45377
22:43.9,0.71132,0.9616,-1.45377
22:44.1,0.68018,0.90292,-1.50287
22:44.3,0.61911,0.90531,-1.46335
22:44.5,0.69695,1.06338,-1.41066
22:44.7,0.61312,0.92088,-1.41306
22:44.9,0.72808,0.95561,-1.49688
22:45.1,0.64905,1.02506,-1.4418
22:45.3,0.67419,0.94842,-1.4897
22:45.5,0.75562,1.01548,-1.45138
22:45.7,0.63228,0.97237,-1.49568
22:45.9,0.74006,1.00471,-1.44778
22:46.1,0.73527,1.00111,-1.38432
22:46.3,0.69814,0.93166,-1.35917
22:46.5,0.61552,0.99273,-1.50526
22:46.7,0.62989,1.02387,-1.54718
22:46.9,0.74844,1.06698,-1.45138
22:47.1,0.77718,0.97237,-1.41904
22:47.3,0.64066,0.89813,-1.42743
22:47.5,0.63707,0.97477,-1.45856
22:47.7,0.5724,0.98315,-1.40228
22:47.9,0.73167,1.00351,-1.51604
22:48.1,0.63947,0.97956,-1.54239
22:48.3,0.74125,0.99872,-1.40707
22:48.5,0.67898,0.92807,-1.46096
22:48.7,0.66821,0.92208,-1.4394
22:48.9,0.68617,0.96519,-1.46575
22:49.1,0.60114,0.90771,-1.52203
22:49.3,0.72329,0.92208,-1.46335
22:49.5,0.63587,0.9604,-1.43222
22:49.7,0.69695,0.91849,-1.47892
22:49.9,0.65264,0.94363,-1.42982
22:50.1,0.60713,0.95321,-1.41066
22:50.3,0.70174,0.95441,-1.51963
22:50.5,0.68856,1.01069,-1.54119
22:50.7,0.68737,0.88855,-1.51604
22:50.9,0.74724,1.00471,-1.48012
22:51.1,0.69455,0.94363,-1.41785
22:51.3,0.68497,1.02746,-1.46455
22:51.5,0.76281,0.98794,-1.33163
22:51.7,0.74125,0.99992,-1.53041
22:51.9,0.61073,0.93166,-1.46694
22:52.1,0.54606,1.01189,-1.34121
22:52.3,0.69814,0.92328,-1.45497
22:52.5,0.66581,0.91729,-1.42982
22:52.7,0.60354,0.93645,-1.40348
22:52.9,0.64306,0.97357,-1.45856
22:53.1,0.70174,0.96758,-1.54119
22:53.3,0.67659,0.93525,-1.40946
22:53.5,0.88495,0.9592,-1.37234
22:53.7,0.65982,0.99513,-1.49808
22:53.9,0.65144,1.01189,-1.39988
22:54.1,0.6718,0.95321,-1.46814
22:54.3,0.63348,1.01189,-1.47293
22:54.5,0.70174,1.0071,-1.51245
22:54.7,0.79514,0.97597,-1.49089
22:54.9,0.57719,0.98674,-1.48251
22:55.1,0.50415,0.89334,-1.48371
22:55.3,0.53768,0.94483,-1.55197
22:55.5,0.65743,0.94723,-1.43461
22:55.7,0.64665,0.95082,-1.4885
22:55.9,0.66821,0.92088,-1.45976
22:56.1,0.77239,1.03464,-1.45377
22:56.4,0.69575,0.99273,-1.4406
22:56.6,0.69216,0.89932,-1.44778
22:56.8,0.68497,0.94363,-1.45018
22:57.0,0.77359,0.96758,-1.4406
22:57.2,0.74604,1.06219,-1.46575
22:57.4,0.7652,0.93286,-1.40467
22:57.6,0.69695,1.0083,-1.4873
22:57.8,0.64545,1.03584,-1.4406
22:58.0,0.5736,0.91729,-1.36755
22:58.2,0.69216,0.90292,-1.40228
22:58.4,0.7197,0.93525,-1.45018
22:58.6,0.70174,0.91489,-1.38312
22:58.8,0.50654,0.94124,-1.42862
22:59.0,0.61671,0.98195,-1.40587
22:59.2,0.63108,0.85741,-1.52562
22:59.4,0.71611,0.95681,-1.42264
22:59.6,0.61073,0.93286,-1.40228
22:59.8,0.73766,0.93765,-1.39509
23:00.0,0.59635,0.99872,-1.55796
23:00.2,0.73527,0.95681,-1.51484
23:00.4,0.59635,0.92926,-1.46694
23:00.6,0.69096,1.02027,-1.62142
23:00.8,0.57839,0.91849,-1.20229
23:01.0,0.77838,1.02866,-1.36276
23:01.2,0.62629,0.99752,-1.42743
23:01.4,0.72688,0.95321,-1.46934
23:01.6,0.65144,0.98435,-1.5388
23:01.8,0.576,0.89573,-1.47054
23:02.0,0.59995,1.02506,-1.59508
23:02.2,0.62989,0.93765,-1.45736
23:02.4,0.64066,0.92687,-1.49089
23:02.6,0.69455,1.02506,-1.44659
23:02.8,0.69814,0.96519,-1.45138
23:03.0,0.64665,0.97477,-1.60705
23:03.2,0.57719,0.92567,-0.64905
23:03.4,0.80592,0.95681,-1.55077
23:03.6,0.5736,0.93166,-1.32564
23:03.8,0.7688,0.97118,-1.41904
23:04.0,0.56522,0.91729,-1.34719
23:04.2,0.68377,0.93286,-1.42024
23:04.4,0.70533,0.96399,-1.46335
23:04.6,0.67419,0.96399,-1.45257
23:04.8,0.79993,0.96998,-1.54239
23:05.0,0.64306,0.98555,-1.51484
23:05.2,0.67898,0.98555,-1.50287
23:05.4,0.66701,0.97118,-1.44539
23:05.6,0.70533,0.9604,-1.50766
23:05.8,0.68976,0.98195,-1.33043
23:06.0,0.67659,0.90411,-1.39749
23:06.2,0.74964,1.03584,-1.38192
23:06.4,0.63228,0.99273,-1.47173
23:06.6,0.62869,1.01189,-1.53401
23:06.8,0.8167,0.95441,-1.45856
23:07.0,0.64186,0.9592,-1.41066
23:07.2,0.60474,0.89214,-1.42383
23:07.4,0.673,0.96998,-1.45976
23:07.6,0.68617,0.97237,-1.4394
23:08.1,0.77957,0.98674,-1.51604
23:08.3,0.74844,0.96758,-1.52922
23:08.5,0.72209,0.96998,-1.5831
23:08.7,0.65503,0.97118,-1.45617
23:08.9,0.78676,0.95082,-1.46575
23:09.1,0.7173,0.96758,-1.27774
23:09.3,0.7688,0.958,-1.23223
23:09.5,0.77598,1.01309,-1.4418
23:09.7,0.63468,0.99632,-1.45976
23:09.9,0.74964,0.97597,-1.46934
23:10.1,0.57839,0.92926,-1.5376
23:10.3,0.58917,0.92567,-1.47054
23:10.5,0.77239,0.98195,-1.4406
23:10.7,0.62869,0.92567,-1.52922
23:10.9,0.63468,0.93166,-1.47652
23:11.1,0.71012,0.93645,-1.47652
23:11.3,0.75203,1.02626,-1.38671
23:11.5,0.68497,0.97357,-1.39509
23:11.7,0.75323,0.84783,-1.49688
23:11.9,0.66342,0.95561,-1.51844
23:12.1,0.79873,0.92926,-1.4885
23:12.3,0.65863,0.98914,-1.43102
23:12.5,0.66701,1.02027,-1.46575
23:12.7,0.54486,0.91489,-1.4861
23:12.9,0.65384,0.95082,-1.5352
23:13.1,0.66222,0.94723,-1.41186
23:13.3,0.861,0.93884,-1.56634
23:13.5,0.55205,0.98914,-1.49209
23:13.7,0.86699,1.1041,-1.42623
23:13.9,0.5245,1.02267,-1.38192
23:14.1,0.55564,0.86579,-1.54359
23:14.3,0.69216,0.94124,-1.5376
23:14.5,0.65982,1.00111,-1.51963
23:14.7,0.60474,1.0059,-1.52442
23:14.9,0.72449,1.01069,-1.40707
23:15.1,0.81789,0.958,-1.49209
23:15.3,0.79035,0.99992,-1.48012
23:15.5,0.71491,1.0083,-1.49688
23:15.7,0.64306,0.95321,-1.47054
23:15.9,0.673,0.84184,-1.46096
23:16.1,0.62989,0.97716,-1.39869
23:16.3,0.6706,0.94723,-1.49209
23:16.5,0.66461,0.99034,-1.50287
23:16.7,0.68856,0.96519,-1.41066
23:16.9,0.70413,0.98076,-1.37114
23:17.1,0.6706,0.93645,-1.45018
23:17.4,0.63587,0.95561,-1.44898
23:17.6,0.70892,0.93884,-1.42982
23:17.8,0.70293,0.97357,-1.45736
23:18.0,0.6239,0.96998,-1.45856
23:18.2,0.78077,1.0083,-1.41904
23:18.4,0.70413,0.93405,-1.47892
23:18.6,0.64186,0.89573,-1.43461
23:18.8,0.66342,0.99872,-1.5364
23:19.0,0.69695,1.00111,-1.52802
23:19.2,0.6227,0.98435,-1.44659
23:19.4,0.69814,0.93166,-1.53999
23:19.6,0.57121,1.03704,-1.54838
23:19.8,0.65623,0.94962,-1.42503
23:20.0,0.71611,0.91849,-1.42503
23:20.2,0.73167,1.02866,-1.53281
23:20.4,0.63947,0.98914,-1.43581
23:20.6,0.57121,0.97357,-1.40467
23:20.8,0.59995,1.0095,-1.40707
23:21.0,0.68018,0.96878,-1.49209
23:21.2,0.74964,1.02267,-1.51604
23:21.4,0.72569,0.9101,-1.47772
23:21.6,0.72209,0.94723,-1.45976
23:21.8,0.76999,0.93645,-1.49568
23:22.0,0.60953,0.93525,-1.35677
23:22.2,0.66821,1.02985,-1.31366
23:22.4,0.78796,0.90172,-1.46215
23:22.6,0.76041,0.91369,-1.43102
23:22.8,0.63108,0.96758,-1.40587
23:23.0,0.83226,1.02985,-1.41425
23:23.2,0.75562,0.99034,-1.38791
23:23.4,0.78317,1.03464,-1.24541
23:23.6,0.53049,0.96639,-1.33522
23:23.8,0.70413,0.93765,-1.36635
23:24.0,0.74844,0.95202,-1.33163
23:24.2,0.83945,0.99393,-1.46335
23:24.4,0.6718,1.13284,-1.40108
23:24.6,0.75323,0.9592,-1.41066
23:24.8,0.6718,1.02746,-1.37354
23:25.0,0.73646,1.01429,-1.40228
23:25.2,0.77598,0.94124,-1.43701
23:25.4,0.63468,0.93645,-1.43222
23:25.6,0.61671,1.03943,-1.54119
23:25.8,0.70174,0.94124,-1.47054
23:26.0,0.72209,0.96998,-1.4861
23:26.2,0.71371,0.93765,-1.46814
23:26.4,0.73886,0.99872,-1.4885
23:26.6,0.65982,1.0083,-1.44778
23:26.8,0.70293,0.99273,-1.55796
23:27.0,0.76161,0.97597,-1.49329
23:27.2,0.82987,0.95321,-1.66334
23:27.4,0.75922,0.98315,-1.51724
23:27.6,0.74365,0.92208,-1.46455
23:27.8,0.67419,0.92088,-1.47772
23:28.0,0.62989,0.97477,-1.54478
23:28.2,0.67419,0.93645,-1.49329
23:28.4,0.71371,0.99273,-1.55676
23:28.6,0.62031,0.94244,-1.49329
23:28.8,0.69934,0.95202,-1.42982
23:29.0,0.63587,1.01908,-1.56275
23:29.2,0.74844,0.91968,-1.57592
23:29.4,0.72329,1.01189,-1.44419
23:29.6,0.71251,0.98435,-1.45856
23:29.8,0.71251,0.96998,-1.55676
23:30.0,0.67659,0.99752,-1.45856
23:30.2,0.74964,0.91609,-1.3424
23:30.4,0.70772,0.98674,-1.55197
23:30.6,0.70413,0.96878,-1.4885
23:30.8,0.7676,1.01189,-1.42743
23:31.0,0.60713,0.9616,-1.30289
23:31.2,0.63468,1.04662,-1.4873
23:31.4,0.63348,1.0538,-1.42383
23:31.6,0.67659,0.97716,-1.5376
23:31.8,0.71611,0.91369,-1.51005
23:32.0,0.7173,0.98315,-1.42743
23:32.2,0.70653,0.97477,-1.40108
23:32.4,0.69695,0.99153,-1.43461
23:32.6,0.60593,0.94004,-1.50047
23:32.8,0.69455,0.99752,-1.47173
23:33.0,0.73646,0.98674,-1.3939
23:33.2,0.64186,0.97357,-1.48131
23:33.4,0.65024,0.98435,-1.52083
23:33.6,0.7664,0.95561,-1.50287
23:33.8,0.66581,0.97477,-1.47413
23:34.0,0.60833,0.9592,-1.52323
23:34.2,0.74724,0.99513,-1.32205
23:34.4,0.75083,1.00351,-1.35079
23:34.6,0.72808,0.9592,-1.3448
23:34.8,0.74125,0.9125,-1.39869
23:35.0,0.79394,0.91849,-1.48491
23:35.2,0.75802,1.02027,-1.47772
23:35.4,0.66222,0.94962,-1.36755
23:35.6,0.66701,0.96519,-1.46575
23:35.8,0.72569,1.03584,-1.52083
23:36.0,0.65623,0.90292,-1.47293
23:36.2,0.66461,0.95082,-1.43461
23:36.4,0.65743,0.89573,-1.37593
23:36.6,0.66461,1.02027,-1.45018
23:36.8,0.63947,0.94244,-1.5364
23:37.0,0.73646,0.89094,-1.3927
23:37.2,0.69455,1.06099,-1.47293
23:37.4,0.72209,0.98674,-1.50526
23:37.6,0.65863,0.90292,-1.50766
23:37.8,0.67539,0.94842,-1.49928
23:38.0,0.59276,0.96878,-1.52682
23:38.2,0.7185,0.98914,-1.49928
23:38.4,0.55923,0.84184,-1.51484
23:38.6,0.58198,0.94483,-1.54359
23:38.8,0.67898,0.91609,-1.43461
23:39.0,0.59396,0.99872,-1.55796
23:39.2,0.76401,0.92088,-1.37953
23:39.4,0.69575,1.0538,-1.43701
23:39.6,0.65024,0.95441,-1.54359
23:39.8,0.68737,0.92687,-1.50167
23:40.0,0.66102,0.97597,-1.49808
23:40.2,0.74485,0.92926,-1.70405
23:40.4,0.61192,0.93765,-1.42503
23:40.6,0.62989,0.94004,-1.33282
23:40.8,0.73407,0.95681,-1.36396
23:41.0,0.68018,1.0059,-1.52442
23:41.2,0.55205,0.92447,-1.31965
23:41.4,0.59276,0.9089,-1.30169
23:41.6,0.58558,0.92807,-1.55915
23:41.8,0.71491,0.96279,-1.52083
23:42.0,0.66461,0.90172,-1.51844
23:42.2,0.61192,0.92807,-1.43461
23:42.4,0.57001,0.92926,-1.54598
23:42.6,0.74006,0.97836,-1.43581
23:42.8,0.74125,0.9616,-1.36276
23:43.0,0.7185,0.92208,-1.49209
23:43.2,0.69575,0.91369,-1.47054
23:43.4,0.62031,0.90531,-1.47533
23:43.6,0.5748,0.99513,-1.39869
23:43.8,0.59516,0.91968,-1.43341
23:44.0,0.7209,0.98195,-1.42503
23:44.2,0.71251,0.98315,-1.59388
23:44.5,0.66821,0.96279,-1.40946
23:44.7,0.65264,0.93286,-1.41425
23:44.9,0.72329,0.95441,-1.49688
23:45.1,0.66222,0.96639,-1.52083
23:45.3,0.69575,0.98315,-1.5843
23:45.5,0.68258,0.87897,-1.41545
23:45.7,0.70772,1.01069,-1.44778
23:45.9,0.68258,0.97597,-1.43701
23:46.1,0.66821,0.95321,-1.52323
23:46.3,0.72209,0.98555,-1.4885
23:46.5,0.68258,0.99393,-1.52442
23:46.7,0.71371,0.98674,-1.38671
23:46.9,0.65503,0.93765,-1.47173
23:47.1,0.74964,0.99632,-1.47413
23:47.3,0.66821,0.94244,-1.45497
23:47.5,0.69695,0.89813,-1.35318
23:47.7,0.7185,1.03345,-1.41425
23:47.9,0.65264,0.95321,-1.54239
23:48.4,0.65982,0.95202,-1.3939
23:48.6,0.58438,0.93645,-1.4873
23:48.8,0.59156,0.91968,-1.40707
23:49.0,0.69695,0.95202,-1.41306
23:49.2,0.62869,0.9616,-1.48371
23:49.4,0.71371,0.9125,-1.51963
23:49.6,0.70653,0.91968,-1.59867
23:49.8,0.7664,1.04183,-1.37833
23:50.0,0.63108,1.01309,-1.4394
23:50.2,0.59037,0.92926,-1.47173
23:50.4,0.64905,0.95681,-1.44539
23:50.6,0.63827,0.94483,-1.47413
23:50.8,0.69695,1.01429,-1.50646
23:51.0,0.65623,0.98195,-1.40108
23:51.2,0.73407,0.92567,-1.45257
23:51.4,0.62749,0.96279,-1.39509
23:51.6,0.63827,0.93405,-1.56275
23:51.8,0.75323,0.99034,-1.42264
23:52.0,0.64905,1.01309,-1.55197
23:52.2,0.68737,0.93884,-1.44898
23:52.4,0.72928,1.02387,-1.29331
23:52.6,0.70653,0.93286,-1.38911
23:52.8,0.74844,1.03943,-1.45377
23:53.0,0.74724,0.97357,-1.50167
23:53.2,0.6706,0.93765,-1.40827
23:53.4,0.7209,0.94124,-1.52682
23:53.6,0.7652,0.94842,-1.52083
23:53.8,0.56043,1.01908,-1.3903
23:54.0,0.6718,1.04422,-1.55317
23:54.2,0.68138,0.96758,-1.49449
23:54.4,0.5748,0.92926,-1.44299
23:54.6,0.65144,1.02746,-1.50526
23:54.8,0.71611,0.92447,-1.4394
23:55.0,0.79873,0.94483,-1.51604
23:55.2,0.68737,0.93525,-1.53041
23:55.4,0.65144,1.01788,-1.52083
23:55.6,0.68138,0.96519,-1.54119
23:55.8,0.64665,1.04303,-1.50167
23:56.0,0.67779,1.04901,-1.51724
23:56.2,0.81191,0.95681,-1.42862
23:56.4,0.63707,0.93166,-1.35917
23:56.6,0.68138,0.92807,-1.41665
23:56.8,0.74365,0.98674,-1.41904
23:57.0,0.68138,0.96399,-1.44419
23:57.2,0.54606,0.87777,-1.44299
23:57.4,0.73886,0.94723,-1.47173
23:57.6,0.79634,0.96279,-1.49568
23:57.8,0.68976,0.9113,-1.38791
23:58.0,0.6694,0.98435,-1.65136
23:58.2,0.6215,0.94004,-1.3448
23:58.4,0.74365,1.02387,-1.43701
23:58.6,0.66222,0.99513,-1.47293
23:58.8,0.77359,1.01788,-1.50167
23:59.0,0.69575,0.99393,-1.52083
23:59.2,0.67419,0.96878,-1.42264
23:59.4,0.65144,1.02147,-1.52442
23:59.6,0.65863,1.03824,-1.40228
23:59.8,0.6694,0.9604,-1.54239
24:00.0,0.74844,0.96519,-1.40707
24:00.2,0.63827,0.92447,-1.47173
24:00.4,0.63228,0.99034,-1.3915
24:00.6,0.68856,1.01548,-1.50287
24:00.8,0.68856,0.95561,-1.42982
24:01.0,0.54007,1.01788,-1.58191
24:01.2,0.6718,0.93765,-1.41665
24:01.4,0.68258,0.87537,-1.40946
24:01.6,0.63108,0.95681,-1.53281
24:01.8,0.65384,0.97237,-1.3915
24:02.0,0.58438,1.01908,-1.48131
24:02.2,0.70772,0.92807,-1.41665
24:02.4,0.69455,0.90411,-1.41425
24:02.6,0.6239,0.95202,-1.37593
24:02.8,0.83226,0.93405,-1.37593
24:03.0,0.74844,0.90411,-1.40946
24:03.2,0.70413,0.94842,-1.33761
24:03.4,0.71491,0.95202,-1.38551
24:03.6,0.673,0.98315,-1.49808
24:03.8,0.5724,0.93286,-1.38671
24:04.0,0.64186,0.97237,-1.44419
24:04.2,0.69934,0.958,-1.51365
24:04.4,0.6239,0.89453,-1.60107
24:04.6,0.61791,0.96758,-1.50167
24:04.8,0.71611,1.02626,-1.4394
24:05.0,0.55684,0.98555,-1.36276
24:05.3,0.72688,1.0071,-1.31606
24:05.5,0.57839,0.99273,-1.40467
24:05.7,0.68737,0.97597,-1.46215
24:05.9,0.6718,0.88855,-1.42623
24:06.1,0.69216,0.94124,-1.49329
24:06.3,0.6706,0.95202,-1.42144
24:06.5,0.68976,0.94363,-1.42862
24:06.7,0.68497,0.97716,-1.39509
24:06.9,0.57121,0.99393,-1.49928
24:07.1,0.68497,0.99752,-1.45257
24:07.3,0.71251,1.02985,-1.4861
24:07.5,0.75922,0.99273,-1.43102
24:07.7,0.73646,0.99513,-1.52922
24:07.9,0.60234,0.93046,-1.43222
24:08.1,0.78317,0.94603,-1.44659
24:08.3,0.82508,0.92088,-1.51125
24:08.5,0.69096,0.93286,-1.45856
24:08.7,0.73527,0.94962,-1.38911
24:08.9,0.66102,1.0083,-1.48251
24:09.1,0.58797,1.09691,-1.50766
24:09.3,0.65503,0.94842,-1.46335
24:09.5,0.69096,1.04422,-1.45976
24:09.7,0.68018,1.00111,-1.49089
24:09.9,0.64905,0.95441,-1.46934
24:10.1,0.69575,1.01189,-1.42623
24:10.3,0.68976,0.91849,-1.40827
24:10.5,0.6227,1.02147,-1.45617
24:10.7,0.59276,0.93884,-1.41904
24:10.9,0.70653,0.95321,-1.4861
24:11.1,0.576,0.93884,-1.40587
24:11.3,0.70413,1.01189,-1.48491
24:11.5,0.65503,1.00471,-1.36276
24:11.7,0.79634,0.9101,-1.56993
24:11.9,0.72569,0.94842,-1.47533
24:12.1,0.76281,0.99992,-1.41545
24:12.3,0.71611,0.99273,-1.4897
24:12.5,0.82388,0.94842,-1.42503
24:12.7,0.53049,0.97237,-1.44898
24:12.9,0.60593,1.01309,-1.53281
24:13.1,0.69096,0.92926,-1.34959
24:13.3,0.8155,0.96758,-1.4897
24:13.5,0.673,0.92807,-1.40707
24:13.7,0.69695,0.98076,-1.45497
24:13.9,0.69335,0.99273,-1.4382
24:14.1,0.69695,0.97118,-1.48491
24:14.3,0.66821,0.93884,-1.33163
24:14.5,0.79155,0.98555,-1.3939
24:14.7,0.66102,0.99153,-1.47413
24:14.9,0.74365,0.96998,-1.42383
24:15.1,0.68737,0.97956,-1.52083
24:15.3,0.71132,0.9616,-1.41306
24:15.5,0.66821,0.98435,-1.40228
24:15.7,0.54486,1.02267,-1.49089
24:15.9,0.62749,1.00471,-1.41425
24:16.1,0.61791,0.98914,-1.54838
24:16.3,0.69814,0.92567,-1.53281
24:16.5,0.73886,0.97597,-1.49808
24:16.7,0.68018,0.958,-1.43701
24:16.9,0.68258,1.02746,-1.44539
24:17.1,0.67659,0.96758,-1.35558
24:17.3,0.62629,0.97237,-1.44778
24:17.5,0.60713,0.91849,-1.36276
24:17.7,0.70054,0.97836,-1.57831
24:17.9,0.63587,1.04542,-1.47892
24:18.1,0.70892,0.97237,-1.30528
24:18.3,0.77718,0.94723,-1.41545
24:18.5,0.69335,0.94363,-1.39749
24:18.7,0.60593,0.96399,-1.47293
24:18.9,0.6718,1.01668,-1.41066
24:19.1,0.5245,0.99752,-1.3939
24:19.3,0.73048,0.94244,-1.5352
24:19.5,0.6706,0.91849,-1.41186
24:19.7,0.75562,1.02027,-1.38551
24:19.9,0.82149,0.9616,-1.56993
24:20.1,0.66701,0.96519,-1.37833
24:20.3,0.67898,0.95321,-1.53161
24:20.5,0.673,0.92807,-1.46694
24:20.7,0.73287,0.95561,-1.50526
24:20.9,0.69575,1.00111,-1.41186
24:21.1,0.76041,1.02746,-1.39988
24:21.3,0.73287,1.01908,-1.44659
24:21.5,0.65623,0.98076,-1.42623
24:21.7,0.72209,0.98076,-1.40587
24:21.9,0.77359,1.03943,-1.50287
24:22.1,0.79394,0.97357,-1.44898
24:22.3,0.66821,0.89573,-1.48131
24:22.5,0.64905,1.00351,-1.44778
24:22.7,0.59276,0.99872,-1.52682
24:22.9,0.69575,0.95321,-1.4873
24:23.1,0.63108,0.90771,-1.46215
24:23.3,0.60354,0.93046,-1.54838
24:23.5,0.6706,0.97477,-1.52083
24:23.7,0.69695,1.0071,-1.42982
24:23.9,0.68258,1.02985,-1.42024
24:24.1,0.67419,0.98914,-1.49449
24:24.3,0.66102,1.0059,-1.36875
24:24.5,0.71371,0.94723,-1.47293
24:24.7,0.72209,0.94603,-1.40467
24:24.9,0.70413,1.01788,-1.53401
24:25.1,0.64665,0.87777,-1.44898
24:25.3,0.69575,0.98315,-1.3424
24:25.5,0.70892,0.97237,-1.43581
24:25.7,0.64306,0.93286,-1.4873
24:25.9,0.74844,0.94004,-1.47652
24:26.1,0.77838,1.0538,-1.42982
24:26.3,0.73646,0.98435,-1.38072
24:26.5,0.63108,0.95441,-1.46575
24:26.7,0.54127,1.0071,-1.50167
24:26.9,0.69575,0.96998,-1.45856
24:27.1,0.68018,0.95321,-1.45497
24:27.3,0.69814,0.95321,-1.38072
24:27.5,0.74964,0.97237,-1.46814
24:27.7,0.72449,0.98674,-1.35558
24:27.9,0.65863,0.93166,-1.44898
24:28.5,0.74006,1.04063,-1.41066
24:28.7,0.65024,0.90052,-1.29929
24:28.9,0.66342,0.93884,-1.38432
24:29.1,0.7197,0.92088,-1.37474
24:29.3,0.70533,0.94483,-1.48251
24:29.5,0.63827,0.99034,-1.61184
24:29.7,0.69695,0.93645,-1.45018
24:29.9,0.63947,1.02746,-1.4418
24:30.1,0.72688,1.00231,-1.38911
24:30.3,0.64426,1.02746,-1.39869
24:30.5,0.66701,0.89693,-1.46575
24:30.7,0.63587,0.97956,-1.44778
24:30.9,0.65503,0.95321,-1.54718
24:31.1,0.6718,0.9616,-1.50287
24:31.3,0.63707,0.89932,-1.46814
24:31.5,0.65863,0.91369,-1.49449
24:31.7,0.65623,0.94603,-1.43461
24:31.9,0.69096,0.958,-1.52083
24:32.1,0.76401,0.93765,-1.50287
24:32.3,0.55684,0.98674,-1.3903
24:32.5,0.68737,0.97956,-1.37474
24:32.7,0.65264,1.00231,-1.50167
24:32.9,0.72449,1.01908,-1.45976
24:33.1,0.70892,0.99992,-1.43341
24:33.3,0.79275,0.96399,-1.38312
24:33.5,0.71132,0.93525,-1.44299
24:33.7,0.673,0.87537,-1.56634
24:33.9,0.64426,0.97357,-1.5352
24:34.1,0.65384,0.95321,-1.52922
24:34.3,0.66461,1.02267,-1.51245
24:34.5,0.70653,0.98674,-1.50047
24:34.7,0.69455,0.98555,-1.46335
24:34.9,0.68856,1.00111,-1.47413
24:35.1,0.80712,1.02027,-1.50766
24:35.3,0.65623,0.92926,-1.47772
24:35.5,0.66461,0.98794,-1.54478
24:35.7,0.59516,0.95202,-1.55796
24:35.9,0.61791,0.97118,-1.49089
24:36.1,0.65503,0.97597,-1.41785
24:36.3,0.64306,0.96998,-1.50766
24:36.5,0.72329,0.96639,-1.45617
24:36.7,0.76161,1.00471,-1.56275
24:36.9,0.68018,0.95561,-1.41306
24:37.1,0.65503,0.98555,-1.49329
24:37.3,0.7185,0.92687,-1.5831
24:37.5,0.69575,1.02267,-1.46694
24:37.7,0.64545,0.98674,-1.50287
24:37.9,0.70174,1.0071,-1.43701
24:38.1,0.71371,0.9604,-1.47533
24:38.3,0.75682,1.03584,-1.43341
24:38.5,0.52331,1.0095,-1.41785
24:38.7,0.73167,0.98195,-1.47892
24:38.9,0.69216,0.97237,-1.40228
24:39.1,0.68976,0.95441,-1.48491
24:39.3,0.74245,1.01189,-1.46455
24:39.5,0.63108,0.98794,-1.38791
24:39.7,0.69335,0.99273,-1.45377
24:39.9,0.58677,1.00471,-1.51484
24:40.1,0.61911,0.9592,-1.46215
24:40.3,0.76999,0.93046,-1.40228
24:40.5,0.61552,1.03105,-1.40946
24:40.7,0.66821,0.94603,-1.43102
24:40.9,0.69216,0.98435,-1.42024
24:41.1,0.72209,0.92567,-1.53401
24:41.3,0.59755,0.97237,-1.45377
24:41.5,0.65024,1.0083,-1.40946
24:41.7,0.74724,0.97597,-1.44659
24:41.9,0.74844,0.94603,-1.41306
24:42.1,0.63468,0.95321,-1.44299
24:42.3,0.68018,0.94244,-1.41306
24:42.5,0.68856,0.91968,-1.4394
24:42.7,0.66461,0.96399,-1.43701
24:42.9,0.78077,1.00471,-1.44419
24:43.1,0.64066,1.02626,-1.45856
24:43.3,0.75323,0.95202,-1.4406
24:43.5,0.68377,0.92088,-1.38791
24:43.7,0.66821,0.9125,-1.47652
24:43.9,0.59875,1.05141,-1.49808
24:44.1,0.56642,0.95202,-1.48491
24:44.3,0.80352,0.95681,-1.48251
24:44.5,0.65384,0.98435,-1.4897
24:44.7,0.68497,1.02267,-1.4897
24:44.9,0.65024,1.02866,-1.5364
24:45.1,0.69814,1.01668,-1.37713
24:45.3,0.67539,0.9604,-1.46096
24:45.5,0.73048,0.95561,-1.34001
24:45.7,0.64545,1.01309,-1.42383
24:45.9,0.84783,0.97477,-1.4394
24:46.1,0.79754,1.06937,-1.50526
24:46.3,0.61073,0.97477,-1.49209
24:46.5,0.64306,0.99153,-1.43581
24:46.7,0.82987,0.97357,-1.52083
24:46.9,0.69335,1.01309,-1.42623
24:47.1,0.63228,1.02985,-1.49209
24:47.3,0.71371,1.0095,-1.40946
24:47.5,0.69455,0.95321,-1.49089
24:47.7,0.65024,0.99992,-1.43701
24:47.9,0.58677,0.97716,-1.5376
24:48.1,0.64186,0.97477,-1.33642
24:48.3,0.6694,0.96998,-1.42623
24:48.5,0.73527,0.91489,-1.45138
24:48.7,0.74006,0.97477,-1.41306
24:48.9,0.67779,0.94363,-1.38192
24:49.1,0.65623,0.9616,-1.49089
24:49.3,0.70293,1.0071,-1.60586
24:49.5,0.73407,0.95561,-1.57831
24:49.7,0.6706,0.95681,-1.45736
24:49.9,0.71012,0.95202,-1.49089
24:50.1,0.64066,0.98315,-1.47892
24:50.3,0.70293,0.92807,-1.45976
24:50.5,0.67659,0.92447,-1.3927
